,start_station_id,boro_name
953,5348.02,Brooklyn
954,4898.02,Brooklyn
955,4237.01,Brooklyn
956,5626.15,Manhattan
957,3987.06,Brooklyn
958,4045.01,Brooklyn
959,5018.06,Brooklyn
960,4628.07,Brooklyn
961,7154.07,Manhattan
962,4510.04,Brooklyn
963,5696.03,Manhattan
964,3955.05,Brooklyn
965,5270.05,Manhattan
966,4993.02,Manhattan
967,4116.08,Brooklyn
968,8226.07,Manhattan
969,8249.1,Bronx
970,4249.1,Brooklyn
971,5335.07,Manhattan
972,8008.03,Bronx
973,7084.12,Manhattan
974,5644.05,Manhattan
975,8441.01,Bronx
976,5669.1,Manhattan
977,7713.11,Manhattan
978,7741.01,Manhattan
979,7881.09,Manhattan
980,6322.01,Manhattan
981,5613.04,Brooklyn
982,5788.16,Manhattan
983,4054.02,Brooklyn
984,4634.02,Brooklyn
985,3547.04,Brooklyn
986,5329.03,Manhattan
987,4762.04,Brooklyn
988,5010.02,Brooklyn
989,4461.04,Brooklyn
990,4743.04,Brooklyn
991,5090.06,Brooklyn
992,6720.07,Queens
993,7704.04,Manhattan
994,3579.04,Brooklyn
995,7667.04,Manhattan
996,8303.06,Bronx
997,3093.07,Brooklyn
998,4654.01,Queens
999,4354.07,Brooklyn
1000,5051.02,Brooklyn
1001,7876.07,Manhattan
1002,4931.05,Brooklyn
1003,5288.12,Manhattan
1004,8009.05,Manhattan
1005,5914.03,Manhattan
1006,4175.14,Brooklyn
1007,6560.15,Manhattan
1008,8566.05,Bronx
1009,7524.09,Manhattan
1010,7286.05,Manhattan
1011,6991.12,Manhattan
1012,4060.09,Brooklyn
1013,4954.07,Queens
1014,4697.01,Brooklyn
1015,3914.02,Brooklyn
1016,7910.1,Manhattan
1017,7992.04,Manhattan
1018,6611.02,Manhattan
1019,4801.04,Brooklyn
1020,4781.03,Brooklyn
1021,4832.07,Brooklyn
1022,8054.04,Manhattan
1023,4715.01,Brooklyn
1024,5476.03,Manhattan
1025,7028.04,Manhattan
1026,7286.02,Manhattan
1027,4124.04,Brooklyn
1028,4437.01,Brooklyn
1029,7407.13,Manhattan
