,start_station_id,start_lat,start_lng
0,4488.09,40.68848905639242,-73.99116039276123
1,5616.08,40.727243,-73.976831
2,6140.05,40.74173969,-73.99415556
3,6850.01,40.764174520197685,-73.91583994030952
4,4362.04,40.6853761,-73.98302136
5,6726.01,40.76030096,-73.99884222
6,4519.04,40.69072549,-73.95133465
8,5763.03,40.73038599,-74.00214988
11,3739.06,40.665507,-73.993037
13,7235.13,40.778301,-73.9488134
14,7937.15,40.821294,-73.947868
16,6969.08,40.76800889305947,-73.96845281124115
17,5473.03,40.72158,-73.94546
20,7713.01,40.805973,-73.964928
25,6747.06,40.76227205,-73.98788205
32,5270.08,40.714193,-73.996732
38,4169.04,40.679043,-74.011169
40,4237.02,40.6800105,-73.938475
43,5489.03,40.72036775298455,-73.96165072917938
46,7942.21,40.823168,-73.955857
47,5164.04,40.71044554,-73.96525063
48,5944.01,40.73564,-73.95866
51,5550.05,40.72311651,-73.95212324
54,8356.02,40.847798,-73.901883
55,4452.01,40.68900443,-73.96023854
56,6115.06,40.74005708567285,-74.0052741765976
61,5436.09,40.72082834,-73.97793172
65,6197.02,40.74290902,-73.97706058
69,4199.12,40.6809741,-73.9710097
70,5550.09,40.7239567849954,-73.94984364509583
75,7599.02,40.7989445,-73.944846
76,5542.04,40.72325,-73.94308
77,4266.03,40.6831164,-73.99785267
78,4461.01,40.68764484,-73.96968902
79,5414.07,40.719383,-73.991479
81,4488.08,40.6902375,-73.99203074
93,7453.01,40.78866499127884,-73.96680057048798
95,7920.05,40.819746,-73.951819
96,4205.06,40.67890679,-73.94142771
97,6782.01,40.7611488,-73.9170071
98,6584.12,40.75510267,-73.97498696
101,7098.05,40.7739825,-73.9309134
104,5065.14,40.70838,-74.00495
107,8187.04,40.838191,-73.936085
108,3628.11,40.66016,-73.990974
109,6708.04,40.76017739537783,-73.98486793041229
111,7340.07,40.783786,-73.981687
112,6004.06,40.739445,-73.976806
115,3874.01,40.6704836,-73.98208968
116,4042.08,40.6740123,-73.9671457
117,3722.04,40.66514681533792,-73.97637605667114
118,6536.02,40.754176,-73.900318
119,7146.04,40.77536905,-73.94803392
120,7915.11,40.820681,-73.945144
121,6819.15,40.763154,-73.920827
